CID	ACT_AN
106729	Inactive
5329	Inactive
6332	Inactive
6358	Inactive
6366	Inactive
6403	Inactive
61207	Inactive
13032	Inactive
6534	Inactive
6564	Inactive
6570	Inactive
6588	Inactive
398	Inactive
6637	Inactive
6658	Inactive
157882	Inactive
6894	Inactive
6974	Inactive
6996	Inactive
7046	Inactive
13610	Inactive
7236	Inactive
7250	Inactive
7262	Inactive
7280	Inactive
7301	Inactive
2406	Inactive
7374	Inactive
7423	Inactive
7441	Inactive
7499	Inactive
7838	Inactive
54891	Inactive
11659	Inactive
54960	Inactive
91604	Inactive
71833	Inactive
8809	Inactive
4685	Inactive
440917	Inactive
6428	Inactive
2879	Inactive
6563	Inactive
7923	Inactive
11733	Inactive
8496	Inactive
3024	Inactive
16760658	Inactive
6942	Inactive
8146	Inactive
31261	Inactive
13360	Inactive
7453	Inactive
3305	Inactive
8148	Inactive
8071	Inactive
34763	Inactive
11666	Inactive
7622	Inactive
6277	Inactive
6417	Inactive
6517	Inactive
6788	Inactive
6935	Inactive
7027	Inactive
64947	Inactive
7412	Inactive
7568	Inactive
7735	Inactive
7764	Inactive
7868	Inactive
7910	Inactive
8110	Inactive
8155	Inactive
8265	Inactive
8472	Inactive
31337	Inactive
31405	Inactive
8946	Inactive
5283387	Inactive
10401	Inactive
10724	Inactive
11040	Inactive
69027	Inactive
12053	Inactive
12374	Inactive
15122	Inactive
70324	Inactive
14456	Inactive
15290	Inactive
6327116	Inactive
17043	Inactive
62475	Inactive
23675796	Inactive
78501	Inactive
22932	Inactive
23368	Inactive
159747	Inactive
9568808	Inactive
33263	Inactive
94483	Inactive
114129	Inactive
7892	Inactive
67151	Inactive
12160	Inactive
13602	Inactive
15348	Inactive
75498	Inactive
18062	Inactive
7198	Inactive
2723856	Inactive
82029	Inactive
117915	Inactive
516872	Inactive
77080	Inactive
1118	Inactive
24648	Inactive
22833454	Inactive
174174	Inactive
5284346	Inactive
7302	Inactive
10133	Inactive
6209	Inactive
6673	Inactive
3081	Inactive
522325	Inactive
14075	Inactive
77342	Inactive
5922	Inactive
7955	Inactive
7409	Inactive
11945	Inactive
4763	Inactive
6956	Inactive
5284451	Inactive
656582	Inactive
54704426	Inactive
7247	Inactive
88898	Inactive
4343483	Inactive
12867	Inactive
13203	Inactive
67299	Inactive
11701	Inactive
12681	Inactive
12372	Inactive
7420	Inactive
12046	Inactive
11262	Inactive
10457	Inactive
61144	Inactive
12530	Inactive
8186	Inactive
8348	Inactive
73851	Inactive
87250	Inactive
17569	Inactive
16211115	Inactive
586708	Inactive
56638112	Inactive
16211135	Inactive
53316406	Inactive
102724	Inactive
2724552	Inactive
222285	Inactive
60196371	Inactive
6427	Inactive
20353	Inactive
212930	Inactive
23535	Inactive
60967	Inactive
7482	Inactive
18745	Inactive
151932	Inactive
16218739	Inactive
2734160	Inactive
193581	Inactive
171257	Inactive
13379149	Inactive
44630019	Inactive
2734167	Inactive
11243457	Inactive
11832800	Inactive
2734244	Inactive
11171745	Inactive
2734174	Inactive
11492381	Inactive
12040509	Inactive
11424151	Inactive
11461044	Inactive
22239085	Inactive
12991988	Inactive
2758873	Inactive
53260965	Inactive
159924	Inactive
2734237	Inactive
10197675	Inactive
11321106	Inactive
10560335	Inactive
11212667	Inactive
2734241	Inactive
2734176	Inactive
2734238	Inactive
2734239	Inactive
2734172	Inactive
2734177	Inactive
53316409	Inactive
11076461	Inactive
16213711	Inactive
8035	Inactive
7840	Inactive
9709	Inactive
2331	Inactive
12252	Inactive
2576	Inactive
13619	Inactive
53316417	Inactive
12059921	Inactive
6495	Inactive
31347	Inactive
76191	Inactive
25171607	Inactive
6554	Inactive
240	Inactive
8062	Inactive
15394	Inactive
9808	Inactive
5325504	Inactive
6565	Inactive
28700	Inactive
31297	Inactive
6577	Inactive
8868	Inactive
62493	Inactive
61274	Inactive
2518	Inactive
11734	Inactive
8125	Inactive
92629	Inactive
12375	Inactive
6227	Inactive
7237	Inactive
6379	Inactive
85689	Inactive
77929	Inactive
17234	Inactive
9324	Inactive
24233	Inactive
8197	Inactive
28697	Inactive
20250	Inactive
11328	Inactive
12468	Inactive
6589	Inactive
7258	Inactive
727	Inactive
7288	Inactive
6936	Inactive
9483	Inactive
21210	Inactive
18196	Inactive
77353	Inactive
60999	Inactive
197835	Inactive
29228	Inactive
67967	Inactive
6013	Inactive
61186	Inactive
13539	Inactive
11460221	Inactive
10473	Inactive
77290	Inactive
60960	Inactive
4616	Inactive
76564	Inactive
7621	Inactive
227	Inactive
88365	Inactive
10236	Inactive
11568	Inactive
12589	Inactive
16212746	Inactive
7281	Inactive
8908	Inactive
7333	Inactive
10795	Inactive
82261	Inactive
23670844	Inactive
69917	Inactive
12040508	Inactive
2734163	Inactive
7681	Inactive
329983	Inactive
11597	Inactive
6214	Inactive
2155	Inactive
7495	Inactive
11124	Inactive
87154	Inactive
85557	Inactive
12703	Inactive
2734175	Inactive
7719	Inactive
8494	Inactive
16637	Inactive
10423	Inactive
11684	Inactive
263	Inactive
6737	Inactive
25418	Inactive
590836	Inactive
66912	Inactive
11872	Inactive
90263	Inactive
6921	Inactive
7745	Inactive
31230	Inactive
31553	Inactive
5787	Inactive
135398743	Inactive
6829	Inactive
7386	Inactive
7158	Inactive
439709	Inactive
61012	Inactive
638144	Inactive
75311	Inactive
15133	Inactive
2777982	Inactive
2734243	Inactive
7766	Inactive
4463	Inactive
11783	Inactive
10900	Inactive
6899	Inactive
7426	Inactive
8058	Inactive
6593	Inactive
5271569	Inactive
12682	Inactive
24752	Inactive
20129	Inactive
8453	Inactive
517277	Inactive
7791	Inactive
17163	Inactive
6333	Inactive
6945	Inactive
70452	Inactive
1727	Inactive
7293	Inactive
7869	Inactive
6432115	Inactive
93221	Inactive
24412	Inactive
10114	Inactive
2083	Inactive
7841	Inactive
7240	Inactive
10758	Inactive
11876	Inactive
6359	Inactive
7501	Inactive
7343	Inactive
8012	Inactive
13848	Inactive
24451	Inactive
24813	Inactive
5754	Inactive
27200	Inactive
7904	Inactive
121752	Inactive
10824	Inactive
11921	Inactive
6375	Inactive
7003	Inactive
7850	Inactive
53316418	Inactive
4093	Inactive
5447	Inactive
20849290	Inactive
7167	Inactive
3763	Inactive
12148	Inactive
7933	Inactive
637564	Inactive
18370	Inactive
21499	Inactive
12078	Inactive
6410	Inactive
7055	Inactive
10967	Inactive
6586	Inactive
12184591	Inactive
8165	Inactive
74080	Inactive
8282	Inactive
3825	Inactive
5284472	Inactive
7961	Inactive
3562	Inactive
18555	Inactive
21575	Inactive
12104	Inactive
6446	Inactive
13551	Inactive
52999	Inactive
6327594	Inactive
8354	Inactive
74791	Inactive
5354133	Inactive
23681217	Inactive
23662354	Inactive
2724192	Inactive
8005	Inactive
73773	Inactive
20055509	Inactive
261491	Inactive
80365	Inactive
102484	Inactive
13586	Inactive
8540	Inactive
8471	Inactive
6387	Inactive
8491	Inactive
79081	Inactive
80519	Inactive
10439	Inactive
7604	Inactive
12209	Inactive
41375	Inactive
16640	Inactive
86287517	Inactive
10843	Inactive
7344	Inactive
11552	Inactive
13428	Inactive
542762	Inactive
23668196	Inactive
69026	Inactive
34665	Inactive
31389	Inactive
7657	Inactive
6409	Inactive
11334	Inactive
13636	Inactive
12733	Inactive
6415	Inactive
88735	Inactive
1017	Inactive
12262	Inactive
11909	Inactive
51	Inactive
8029	Inactive
135401907	Inactive
114809	Inactive
904	Inactive
61286	Inactive
6537499	Inactive
11571	Inactive
7341	Inactive
23664054	Inactive
6983	Inactive
7747	Inactive
25607	Inactive
10638	Inactive
8081	Inactive
6537488	Inactive
5281771	Inactive
7724	Inactive
76583	Inactive
68191	Inactive
11236	Inactive
95116	Inactive
16125	Inactive
7368	Inactive
15050	Inactive
6926	Inactive
7856	Inactive
19165	Inactive
7015	Inactive
1049	Inactive
7329	Inactive
7172	Inactive
14709	Inactive
637892	Inactive
9809	Inactive
7805	Inactive
31275	Inactive
2720	Inactive
11888	Inactive
17305	Inactive
4992	Inactive
11288	Inactive
7056	Inactive
8097	Inactive
8053	Inactive
7847	Inactive
10635	Inactive
20167	Inactive
15513	Inactive
2723951	Inactive
21208	Inactive
33919	Inactive
23684896	Inactive
12120	Inactive
31370	Inactive
7042	Inactive
7294	Inactive
7346	Inactive
8127	Inactive
444041	Inactive
3356745	Inactive
2942	Inactive
447043	Inactive
17946	Inactive
6371716	Inactive
62158	Inactive
82916	Inactive
22574	Inactive
65340	Inactive
12332	Inactive
11087	Inactive
8883	Inactive
1174	Inactive
11159638	Inactive
7259	Inactive
8028	Inactive
8474	Inactive
31263	Inactive
8180	Inactive
439280	Inactive
10928	Inactive
5328	Inactive
10898	Inactive
8909	Inactive
