CID	ACT_AN
2446	Inactive
6419888	Inactive
210320	Inactive
6420071	Inactive
3394	Inactive
21743	Inactive
3332	Inactive
22162	Inactive
441333	Inactive
6419942	Inactive
6420040	Inactive
3418	Inactive
71172	Inactive
4922	Inactive
20056627	Inactive
5282484	Inactive
5094	Inactive
5284447	Inactive
5284619	Inactive
14985	Inactive
5284629	Inactive
2448	Inactive
54685920	Inactive
5282367	Inactive
83201	Inactive
610479	Inactive
26758	Inactive
5281069	Inactive
161104	Inactive
21158559	Inactive
27200	Inactive
5531	Inactive
9883259	Inactive
27648	Inactive
5702161	Inactive
28061	Inactive
5284579	Inactive
3242	Inactive
29327	Inactive
5479	Inactive
4855	Inactive
3475	Inactive
16051951	Inactive
64740	Inactive
4612	Inactive
3825	Inactive
68552	Inactive
31072	Inactive
3059	Inactive
3276	Inactive
3326	Inactive
441334	Inactive
31728	Inactive
31772	Inactive
4912	Inactive
155290	Inactive
108013	Inactive
24733	Inactive
32169	Inactive
441374	Inactive
3463	Inactive
33624	Inactive
5284409	Inactive
35375	Inactive
443944	Inactive
4030	Inactive
62884	Inactive
34632	Inactive
71412	Inactive
115162	Inactive
36294	Inactive
36339	Inactive
91610	Inactive
5284558	Inactive
33478	Inactive
441307	Inactive
54677972	Inactive
5282169	Inactive
6420013	Inactive
37392	Inactive
3081545	Inactive
441398	Inactive
38010	Inactive
20055558	Inactive
5359	Inactive
3308	Inactive
39042	Inactive
39147	Inactive
443955	Inactive
47965	Inactive
60196265	Inactive
40127	Inactive
4831	Inactive
20055515	Inactive
20056828	Inactive
5472	Inactive
4891	Inactive
41781	Inactive
60196266	Inactive
3742	Inactive
65483	Inactive
54677971	Inactive
5284373	Inactive
43231	Inactive
43507	Inactive
5092	Inactive
170344	Inactive
44383	Inactive
71486	Inactive
456201	Inactive
5281098	Inactive
53025	Inactive
4539	Inactive
114811	Inactive
3736	Inactive
5353	Inactive
4594	Inactive
3229	Inactive
104838	Inactive
3784	Inactive
4513	Inactive
54117	Inactive
6438130	Inactive
54362	Inactive
54384	Inactive
444037	Inactive
2769	Inactive
60561	Inactive
71764	Inactive
54765	Inactive
4583	Inactive
55182	Inactive
6420010	Inactive
55397	Inactive
5362129	Inactive
3741	Inactive
71771	Inactive
3724	Inactive
62999	Inactive
3476	Inactive
74989	Inactive
441130	Inactive
68624	Inactive
57363	Inactive
6918132	Inactive
68844	Inactive
5284630	Inactive
312915	Inactive
3114	Inactive
441080	Inactive
16051987	Inactive
20848883	Inactive
26534	Inactive
108173	Inactive
20298	Inactive
6604155	Inactive
657381	Inactive
6202	Inactive
8505	Inactive
23675317	Inactive
8732	Inactive
62881	Inactive
201412	Inactive
23675320	Inactive
23672955	Inactive
44420324	Inactive
23663939	Inactive
264891	Inactive
6604492	Inactive
92178	Inactive
17506	Inactive
19518	Inactive
6604495	Inactive
470375	Inactive
21718	Inactive
6604497	Inactive
522325	Inactive
135802074	Inactive
5284452	Inactive
23663959	Inactive
64646	Inactive
60196267	Inactive
23704143	Inactive
23702	Inactive
636402	Inactive
5018304	Inactive
23667299	Inactive
23675312	Inactive
60196268	Inactive
23681059	Inactive
3702	Inactive
6419962	Inactive
23672568	Inactive
60196269	Inactive
23684677	Inactive
6420020	Inactive
6604087	Inactive
11954258	Inactive
6604557	Inactive
6420033	Inactive
441308	Inactive
23666711	Inactive
6604561	Inactive
23672566	Inactive
23677829	Inactive
441242	Inactive
54676538	Inactive
6604122	Inactive
62978	Inactive
6536864	Inactive
5362118	Inactive
23671691	Inactive
9571075	Inactive
9940086	Inactive
10114	Inactive
5281855	Inactive
442291	Inactive
9651	Inactive
8226	Inactive
643606	Inactive
493570	Inactive
3840	Inactive
656743	Inactive
174174	Inactive
47812	Inactive
10531	Inactive
6271	Inactive
3728	Inactive
5258	Inactive
2153	Inactive
51634	Inactive
71188	Inactive
460129	Inactive
20279	Inactive
4421	Inactive
4764	Inactive
3374	Inactive
3169	Inactive
5853	Inactive
4622	Inactive
5320	Inactive
5327	Inactive
157921	Inactive
5748	Inactive
55283	Inactive
3627	Inactive
26248	Inactive
3115	Inactive
53001	Inactive
27368	Inactive
298107	Inactive
27503	Inactive
9687	Inactive
3822	Inactive
9912	Inactive
222757	Inactive
657201	Inactive
5388962	Inactive
5284594	Inactive
10607	Inactive
5952	Inactive
12035	Inactive
51039	Inactive
657298	Inactive
104845	Inactive
18283	Inactive
5910	Inactive
44093	Inactive
60961	Inactive
5790	Inactive
9681	Inactive
5284443	Inactive
39186	Inactive
5852	Inactive
101616	Inactive
5310987	Inactive
71080	Inactive
83887	Inactive
10255	Inactive
2755	Inactive
2562	Inactive
34359	Inactive
51173	Inactive
2120	Inactive
3689	Inactive
38852	Inactive
68600	Inactive
5282443	Inactive
135512460	Inactive
1979	Inactive
65854	Inactive
2829432	Inactive
108092	Inactive
123924	Inactive
4930	Inactive
4883	Inactive
5278	Inactive
10783	Inactive
688272	Inactive
54477	Inactive
5311093	Inactive
5311429	Inactive
127404	Inactive
688561	Inactive
107867	Inactive
4302960	Inactive
126941	Inactive
68736	Inactive
6167	Inactive
93504	Inactive
60196271	Inactive
54676478	Inactive
219050	Inactive
60510	Inactive
9952220	Inactive
51576	Inactive
9928181	Inactive
24978536	Inactive
3033769	Inactive
56971	Inactive
6918029	Inactive
127150	Inactive
4205	Inactive
47528	Inactive
4235	Inactive
30627	Inactive
16124	Inactive
2000	Inactive
69588	Inactive
4463	Inactive
34312	Inactive
5379	Inactive
57469	Inactive
68713	Inactive
118264	Inactive
4990	Inactive
176015	Inactive
33925	Inactive
15139	Inactive
12901	Inactive
6129	Inactive
159055	Inactive
6654	Inactive
5447130	Inactive
24812	Inactive
23668192	Inactive
11074431	Inactive
31236	Inactive
1030	Inactive
7628	Inactive
3054	Inactive
16220118	Inactive
447043	Inactive
2767	Inactive
135398743	Inactive
30541	Inactive
444913	Inactive
444041	Inactive
5366546	Inactive
8346	Inactive
20039	Inactive
931	Inactive
6212	Inactive
2365	Inactive
4684	Inactive
19266	Inactive
7239	Inactive
460	Inactive
3562	Inactive
5794	Inactive
1176	Inactive
5339	Inactive
2478	Inactive
3776	Inactive
24769	Inactive
1140	Inactive
753	Inactive
7582	Inactive
379	Inactive
263	Inactive
8197	Inactive
612	Inactive
6781	Inactive
6862	Inactive
3039	Inactive
1004	Inactive
5943	Inactive
3423265	Inactive
6421	Inactive
23665760	Inactive
4064	Inactive
9880	Inactive
5280450	Inactive
978	Inactive
31553	Inactive
5280934	Inactive
8005	Inactive
439280	Inactive
8053	Inactive
7912	Inactive
3036	Inactive
3017	Inactive
7765	Inactive
656655	Inactive
134601	Inactive
4133	Inactive
6348	Inactive
3485	Inactive
8003	Inactive
445639	Inactive
370	Inactive
7108	Inactive
3121	Inactive
19188	Inactive
2155	Inactive
887	Inactive
227	Inactive
180	Inactive
1483	Inactive
7271	Inactive
6575	Inactive
3610	Inactive
4284	Inactive
3552	Inactive
7860	Inactive
8447	Inactive
54680782	Inactive
10850	Inactive
12332	Inactive
904	Inactive
7362	Inactive
2202	Inactive
1732	Inactive
14782	Inactive
196	Inactive
7452	Inactive
967	Inactive
2950	Inactive
6374	Inactive
9015	Inactive
8400	Inactive
7416	Inactive
1549517	Inactive
5147	Inactive
12124	Inactive
6597	Inactive
3314	Inactive
12749	Inactive
7338	Inactive
7703	Inactive
5054	Inactive
323	Inactive
1057	Inactive
3301	Inactive
5991	Inactive
41375	Inactive
7211	Inactive
5281	Inactive
5541	Inactive
3282	Inactive
3346	Inactive
6643	Inactive
712	Inactive
2758	Inactive
5565	Inactive
10255083	Inactive
643460	Inactive
5971	Inactive
8857	Inactive
7835	Inactive
6264	Inactive
2942	Inactive
244	Inactive
8362	Inactive
4004	Inactive
122685	Inactive
22985	Inactive
20055509	Inactive
61444	Inactive
516919	Inactive
9787	Inactive
9280	Inactive
6435801	Inactive
60910	Inactive
6436135	Inactive
57364	Inactive
60703	Inactive
3045335	Inactive
5280360	Inactive
107930	Inactive
60196272	Inactive
6291	Inactive
37768	Inactive
936	Inactive
6253	Inactive
7389	Inactive
9060	Inactive
71417	Inactive
51763	Inactive
5462653	Inactive
180559	Inactive
446727	Inactive
169743	Inactive
60196273	Inactive
60196274	Inactive
36605	Inactive
854019	Inactive
10131132	Inactive
23694217	Inactive
57004	Inactive
6918215	Inactive
37274	Inactive
3058739	Inactive
5983	Inactive
68626	Inactive
18343	Inactive
6435335	Inactive
66091	Inactive
441337	Inactive
11957572	Inactive
55305	Inactive
23704140	Inactive
11957593	Inactive
104762	Inactive
9082	Inactive
6081	Inactive
21467	Inactive
54685925	Inactive
6420042	Inactive
16219744	Inactive
441350	Inactive
3074827	Inactive
11957635	Inactive
8667	Inactive
84605	Inactive
5358907	Inactive
5281064	Inactive
135418296	Inactive
11957669	Inactive
9279	Inactive
7550	Inactive
66245	Inactive
22475	Inactive
71077	Inactive
123015	Inactive
5311064	Inactive
9899402	Inactive
66007	Inactive
6434250	Inactive
5702285	Inactive
73093	Inactive
5946	Inactive
27944	Inactive
443951	Inactive
11647992	Inactive
11957725	Inactive
167980	Inactive
115227	Inactive
60196275	Inactive
6420041	Inactive
2871	Inactive
5216	Inactive
3120	Inactive
4685	Inactive
727	Inactive
6434889	Inactive
2075	Inactive
4767	Inactive
86287518	Inactive
36324	Inactive
1990	Inactive
33613	Inactive
1201549	Inactive
20933	Inactive
2723	Inactive
5959	Inactive
46224595	Inactive
3023	Inactive
21653	Inactive
65326	Inactive
12560	Inactive
13791	Inactive
102428	Inactive
2723635	Inactive
23702555	Inactive
6883	Inactive
11333	Inactive
23678596	Inactive
4511	Inactive
6230	Inactive
83823	Inactive
160157	Inactive
4753	Inactive
60196276	Inactive
5146	Inactive
44134533	Inactive
1985	Inactive
2453	Inactive
9794197	Inactive
3362	Inactive
5702132	Inactive
15376	Inactive
439174	Inactive
60196279	Inactive
3723	Inactive
2122	Inactive
442021	Inactive
92806	Inactive
3083802	Inactive
4059	Inactive
1984	Inactive
5143	Inactive
9818306	Inactive
92965	Inactive
70912	Inactive
2581	Inactive
44561	Inactive
25195407	Inactive
93095	Inactive
23663974	Inactive
5773	Inactive
6780	Inactive
2197	Inactive
124886	Inactive
2345	Inactive
11545	Inactive
3092	Inactive
2149	Inactive
2741	Inactive
2005	Inactive
657306	Inactive
5763	Inactive
54891	Inactive
43261	Inactive
7027	Inactive
72139	Inactive
5702220	Inactive
60196280	Inactive
6136	Inactive
14520	Inactive
2799	Inactive
10969	Inactive
5281613	Inactive
5641	Inactive
5453	Inactive
5424	Inactive
5334	Inactive
4842	Inactive
9941647	Inactive
5055	Inactive
23703990	Inactive
9578507	Inactive
5037	Inactive
5447	Inactive
66061	Inactive
4747	Inactive
1269845	Inactive
3365	Inactive
73111	Inactive
6806	Inactive
66070	Inactive
5656	Inactive
123608	Inactive
51040	Inactive
15459	Inactive
5284534	Inactive
5090	Inactive
16667700	Inactive
3749	Inactive
77999	Inactive
3961	Inactive
441314	Inactive
5284600	Inactive
119607	Inactive
101526	Inactive
60560	Inactive
3324	Inactive
150311	Inactive
123606	Inactive
130881	Inactive
5282242	Inactive
5284633	Inactive
64764	Inactive
5486699	Inactive
65999	Inactive
5484727	Inactive
3002190	Inactive
60857	Inactive
135511839	Inactive
71815	Inactive
119525	Inactive
5042	Inactive
60196281	Inactive
56207	Inactive
666418	Inactive
2577	Inactive
18087	Inactive
3599	Inactive
54360	Inactive
4236	Inactive
5284627	Inactive
9588170	Inactive
16759173	Inactive
5486971	Inactive
9881626	Inactive
16667738	Inactive
135409453	Inactive
23725082	Inactive
10206	Inactive
6708773	Inactive
6293	Inactive
9377	Inactive
69301	Inactive
1549992	Inactive
86472	Inactive
6975516	Inactive
12305761	Inactive
470999	Inactive
60196282	Inactive
16315	Inactive
3058754	Inactive
68093	Inactive
60196284	Inactive
94154	Inactive
440936	Inactive
26447	Inactive
135398638	Inactive
10712	Inactive
222284	Inactive
588	Inactive
23677058	Inactive
197066	Inactive
64782	Inactive
135398641	Inactive
6738	Inactive
20054942	Inactive
3515	Inactive
5284507	Inactive
5358	Inactive
6436173	Inactive
441082	Inactive
5281227	Inactive
5078	Inactive
146571	Inactive
5002	Inactive
222786	Inactive
9855548	Inactive
71777	Inactive
20055083	Inactive
5282521	Inactive
23714647	Inactive
5161	Inactive
454937	Inactive
2734952	Inactive
23681107	Inactive
5388977	Inactive
4737	Inactive
135398745	Inactive
5280489	Inactive
135398658	Inactive
5789	Inactive
1050	Inactive
5816	Inactive
131204	Inactive
25234023	Inactive
2712	Inactive
5734	Inactive
115366	Inactive
25051	Inactive
4616	Inactive
8364	Inactive
64710	Inactive
50942	Inactive
6024	Inactive
60464	Inactive
27661	Inactive
19648	Inactive
23663400	Inactive
73339	Inactive
15232	Inactive
33741	Inactive
1549008	Inactive
9885981	Inactive
13109	Inactive
6057	Inactive
5997	Inactive
23894	Inactive
444254	Inactive
442460	Inactive
11876263	Inactive
8271	Inactive
4506	Inactive
8633	Inactive
854026	Inactive
5284557	Inactive
67406	Inactive
31264	Inactive
2682	Inactive
8221	Inactive
12620	Inactive
1110	Inactive
6989	Inactive
2707	Inactive
7814	Inactive
7456	Inactive
7393	Inactive
60962	Inactive
7187	Inactive
16666	Inactive
16846	Inactive
6982	Inactive
61574	Inactive
6518	Inactive
40326	Inactive
6282	Inactive
5977	Inactive
68310	Inactive
25495	Inactive
61002	Inactive
12478	Inactive
8522	Inactive
23706212	Inactive
19988	Inactive
12305037	Inactive
3487	Inactive
892	Inactive
11850	Inactive
6503	Inactive
6651	Inactive
5564	Inactive
5386	Inactive
2294	Inactive
10230	Inactive
5483	Inactive
5284607	Inactive
5634	Inactive
1080	Inactive
5281915	Inactive
3608	Inactive
876	Inactive
4674	Inactive
9330	Inactive
92876	Inactive
15103	Inactive
3958	Inactive
5391	Inactive
6036	Inactive
9564	Inactive
699414	Inactive
11061	Inactive
7183	Inactive
5480	Inactive
337359	Inactive
60490	Inactive
38409	Inactive
10885665	Inactive
17756783	Inactive
33255	Inactive
15558682	Inactive
71563	Inactive
2724368	Inactive
3337	Inactive
32778	Inactive
14868	Inactive
7151	Inactive
3821	Inactive
117965	Inactive
7057995	Inactive
6093170	Inactive
464	Inactive
54680691	Inactive
15165	Inactive
4763	Inactive
3032361	Inactive
135413523	Inactive
235905	Inactive
7232	Inactive
11088	Inactive
14878	Inactive
2893	Inactive
30951	Inactive
32343	Inactive
60795	Inactive
2484	Inactive
6398970	Inactive
92088	Inactive
135398739	Inactive
969472	Inactive
54677470	Inactive
443879	Inactive
135398741	Inactive
68740	Inactive
27447	Inactive
23665410	Inactive
3025067	Inactive
208953	Inactive
5478883	Inactive
68313	Inactive
11082	Inactive
5324289	Inactive
120081	Inactive
135430323	Inactive
65940	Inactive
5284442	Inactive
19592	Inactive
22833303	Inactive
30717	Inactive
68940	Inactive
72146	Inactive
10252	Inactive
65770	Inactive
66909	Inactive
594	Inactive
5360232	Inactive
26483	Inactive
96424	Inactive
71518	Inactive
36102	Inactive
39328	Inactive
32593	Inactive
5280363	Inactive
16351	Inactive
49381	Inactive
135409471	Inactive
107921	Inactive
443945	Inactive
56463	Inactive
5282435	Inactive
9868041	Inactive
28446	Inactive
11350	Inactive
9862176	Inactive
17756939	Inactive
65614	Inactive
11043	Inactive
65776	Inactive
12938	Inactive
36190	Inactive
71821	Inactive
5282198	Inactive
71267	Inactive
194699	Inactive
6018	Inactive
65477	Inactive
2292	Inactive
160796	Inactive
65682	Inactive
68835	Inactive
68909	Inactive
14604	Inactive
24361	Inactive
68706	Inactive
69594	Inactive
2447	Inactive
13756	Inactive
28858	Inactive
2018	Inactive
15250	Inactive
39299	Inactive
70374	Inactive
26436	Inactive
41109	Inactive
8614	Inactive
68888	Inactive
68907	Inactive
17756940	Inactive
72073	Inactive
16564	Inactive
62436	Inactive
62751	Inactive
11147	Inactive
5280933	Inactive
68662	Inactive
5281233	Inactive
21847	Inactive
71643	Inactive
161562	Inactive
219081	Inactive
9047	Inactive
969494	Inactive
3275	Inactive
62529	Inactive
71116	Inactive
18484	Inactive
65600	Inactive
27918	Inactive
71234	Inactive
65630	Inactive
65684	Inactive
197861	Inactive
65790	Inactive
12597	Inactive
667483	Inactive
65944	Inactive
21453	Inactive
60605	Inactive
5310993	Inactive
119583	Inactive
128798	Inactive
5487	Inactive
68942	Inactive
10046567	Inactive
60172	Inactive
15763	Inactive
71321	Inactive
31060	Inactive
12358742	Inactive
9454	Inactive
71693	Inactive
60196286	Inactive
6719	Inactive
68939	Inactive
31475	Inactive
70846	Inactive
37384	Inactive
37910	Inactive
19918	Inactive
10944	Inactive
7572	Inactive
65620	Inactive
21583	Inactive
31343	Inactive
15568	Inactive
71818	Inactive
6194	Inactive
65596	Inactive
8298	Inactive
10404	Inactive
264852	Inactive
8961	Inactive
14369	Inactive
90202	Inactive
32322	Inactive
71840	Inactive
19917	Inactive
68089	Inactive
71839	Inactive
10646	Inactive
17499	Inactive
67686	Inactive
62495	Inactive
60196287	Inactive
17595	Inactive
7405	Inactive
636367	Inactive
31340	Inactive
638678	Inactive
9068	Inactive
92094	Inactive
21630	Inactive
6034	Inactive
7315	Inactive
5280805	Inactive
5859	Inactive
107926	Inactive
47979	Inactive
6040	Inactive
7975	Inactive
28891	Inactive
17693	Inactive
12628	Inactive
60582	Inactive
234310	Inactive
9574235	Inactive
64517	Inactive
53555	Inactive
6918493	Inactive
36663	Inactive
7181	Inactive
31390	Inactive
667497	Inactive
616236	Inactive
